Data extracted from	"GEN3-1289"	"/LOG/2021/09/14/GEN3-1289_0253.gen"
Experiment:	"initial T gblock vs T 1* primer"
Time:	14 September 2021 16:31
User:	""
Kit:	""



"DATA"	"Amplification"	"Normalised"
77	"Rows"	16	"Columns"
0	0	1	1	2	2	3	3	4	4	5	5	6	6	7	7	
Blue	Blue	Blue	Blue	Blue	Blue	Blue	Blue	Blue	Blue	Blue	Blue	Blue	Blue	Blue	Blue	
s		s		s		s		s		s		s		s		
525.336	-324.125	525.336	-351	525.336	-288.375	525.336	-392.375	525.336	-608.125	525.336	-562.875	525.336	-578.625	525.336	-441.625	
540.337	-222.125	540.337	-155	540.337	-74.375	540.337	-219.375	540.337	-631.125	540.337	-540.875	540.337	-564.625	540.337	-480.625	
555.335	6.875	555.335	45	555.335	310.625	555.335	121.625	555.335	-634.125	555.335	-521.875	555.335	-570.625	555.335	-476.625	
570.335	401.875	570.335	363	570.335	866.625	570.335	595.625	570.335	-618.125	570.335	-528.875	570.335	-583.625	570.335	-464.625	
585.335	1094.87	585.335	938	585.335	1864.62	585.335	1506.63	585.335	-601.125	585.335	-561.875	585.335	-585.625	585.335	-460.625	
600.335	2111.88	600.335	1721	600.335	3221.62	600.335	2658.63	600.335	-620.125	600.335	-542.875	600.335	-613.625	600.335	-491.625	
615.336	3681.87	615.336	2945	615.336	5225.63	615.336	4615.62	615.336	-686.125	615.336	-522.875	615.336	-634.625	615.336	-526.625	
630.335	6010.88	630.335	4697	630.335	7760.62	630.335	7167.62	630.335	-706.125	630.335	-632.875	630.335	-621.625	630.335	-545.625	
645.335	9118.88	645.335	7194	645.335	10963.6	645.335	10671.6	645.335	-729.125	645.335	-588.875	645.335	-643.625	645.335	-498.625	
660.335	13221.9	660.335	10350	660.335	14653.6	660.335	14833.6	660.335	-645.125	660.335	-549.875	660.335	-646.625	660.335	-543.625	
675.335	17766.9	675.335	14067	675.335	18667.6	675.335	19375.6	675.335	-610.125	675.335	-598.875	675.335	-658.625	675.335	-586.625	
690.335	22541.9	690.335	18197	690.335	22661.6	690.335	24142.6	690.335	-665.125	690.335	-562.875	690.335	-613.625	690.335	-531.625	
705.336	27298.9	705.336	22490	705.336	26643.6	705.336	28899.6	705.336	-632.125	705.336	-543.875	705.336	-627.625	705.336	-515.625	
720.336	31231.9	720.336	26398	720.336	29934.6	720.336	32686.6	720.336	-707.125	720.336	-596.875	720.336	-645.625	720.336	-549.625	
735.335	34716.9	735.335	29945	735.335	32938.6	735.335	36058.6	735.335	-718.125	735.335	-668.875	735.335	-726.625	735.335	-591.625	
750.335	37700.9	750.335	33091	750.335	35469.6	750.335	38957.6	750.335	-698.125	750.335	-559.875	750.335	-679.625	750.335	-576.625	
765.335	40000.9	765.335	35732	765.335	37547.6	765.335	41266.6	765.335	-688.125	765.335	-583.875	765.335	-703.625	765.335	-548.625	
780.335	41924.9	780.335	37977	780.335	39378.6	780.335	43334.6	780.335	-717.125	780.335	-509.875	780.335	-690.625	780.335	-556.625	
795.335	43446.9	795.335	39789	795.335	40906.6	795.335	44908.6	795.335	-656.125	795.335	-512.875	795.335	-640.625	795.335	-571.625	
810.336	44719.9	810.336	41111	810.336	42037.6	810.336	46003.6	810.336	-649.125	810.336	-568.875	810.336	-646.625	810.336	-590.625	
825.335	45567.9	825.335	42278	825.335	42874.6	825.335	46842.6	825.335	-673.125	825.335	-601.875	825.335	-697.625	825.335	-608.625	
840.335	46181.9	840.335	43186	840.335	43511.6	840.335	47531.6	840.335	-732.125	840.335	-623.875	840.335	-740.625	840.335	-646.625	
855.335	46994.9	855.335	44016	855.335	44403.6	855.335	48436.6	855.335	-677.125	855.335	-600.875	855.335	-747.625	855.335	-584.625	
870.335	47378.9	870.335	44480	870.335	44754.6	870.335	48889.6	870.335	-755.125	870.335	-716.875	870.335	-830.625	870.335	-618.625	
885.335	47844.9	885.335	45195	885.335	45315.6	885.335	49494.6	885.335	-747.125	885.335	-614.875	885.335	-701.625	885.335	-575.625	
900.336	48071.9	900.336	45542	900.336	45573.6	900.336	49799.6	900.336	-798.125	900.336	-656.875	900.336	-744.625	900.336	-655.625	
915.335	48525.9	915.335	46026	915.335	46041.6	915.335	50215.6	915.335	-709.125	915.335	-602.875	915.335	-762.625	915.335	-642.625	
930.335	48703.9	930.335	46304	930.335	46173.6	930.335	50517.6	930.335	-798.125	930.335	-667.875	930.335	-769.625	930.335	-615.625	
945.335	48943.9	945.335	46546	945.335	46413.6	945.335	50699.6	945.335	-771.125	945.335	-602.875	945.335	-779.625	945.335	-592.625	
960.335	49149.9	960.335	46783	960.335	46662.6	960.335	50976.6	960.335	-771.125	960.335	-645.875	960.335	-794.625	960.335	-643.625	
975.335	49363.9	975.335	47041	975.335	46895.6	975.335	51169.6	975.335	-750.125	975.335	-648.875	975.335	-794.625	975.335	-612.625	
990.336	49640.9	990.336	47371	990.336	47242.6	990.336	51450.6	990.336	-700.125	990.336	-635.875	990.336	-742.625	990.336	-595.625	
1005.34	49658.9	1005.34	47431	1005.34	47250.6	1005.34	51534.6	1005.34	-702.125	1005.34	-650.875	1005.34	-785.625	1005.34	-596.625	
1020.34	49688.9	1020.34	47452	1020.34	47320.6	1020.34	51590.6	1020.34	-816.125	1020.34	-660.875	1020.34	-813.625	1020.34	-680.625	
1035.34	49680.9	1035.34	47632	1035.34	47289.6	1035.34	51638.6	1035.34	-847.125	1035.34	-661.875	1035.34	-839.625	1035.34	-671.625	
1050.34	49861.9	1050.34	47719	1050.34	47485.6	1050.34	51702.6	1050.34	-754.125	1050.34	-704.875	1050.34	-781.625	1050.34	-681.625	
1065.34	49903.9	1065.34	47825	1065.34	47531.6	1065.34	51854.6	1065.34	-818.125	1065.34	-697.875	1065.34	-808.625	1065.34	-690.625	
1080.34	50210.9	1080.34	48123	1080.34	47848.6	1080.34	52034.6	1080.34	-669.125	1080.34	-628.875	1080.34	-687.625	1080.34	-618.625	
1095.34	50198.9	1095.34	48152	1095.34	47859.6	1095.34	52191.6	1095.34	-746.125	1095.34	-688.875	1095.34	-726.625	1095.34	-630.625	
1110.34	50293.9	1110.34	48303	1110.34	47978.6	1110.34	52158.6	1110.34	-677.125	1110.34	-642.875	1110.34	-662.625	1110.34	-643.625	
1125.34	50268.9	1125.34	48231	1125.34	47891.6	1125.34	52118.6	1125.34	-743.125	1125.34	-621.875	1125.34	-782.625	1125.34	-653.625	
1140.34	50097.9	1140.34	48200	1140.34	47672.6	1140.34	51967.6	1140.34	-866.125	1140.34	-760.875	1140.34	-926.625	1140.34	-694.625	
1155.34	50069.9	1155.34	48243	1155.34	47696.6	1155.34	51940.6	1155.34	-883.125	1155.34	-793.875	1155.34	-879.625	1155.34	-715.625	
1170.34	50191.9	1170.34	48417	1170.34	47806.6	1170.34	52053.6	1170.34	-824.125	1170.34	-729.875	1170.34	-903.625	1170.34	-717.625	
1185.34	50294.9	1185.34	48511	1185.34	47910.6	1185.34	52014.6	1185.34	-832.125	1185.34	-739.875	1185.34	-817.625	1185.34	-743.625	
1200.34	50364.9	1200.34	48574	1200.34	47886.6	1200.34	52072.6	1200.34	-795.125	1200.34	-732.875	1200.34	-822.625	1200.34	-661.625	

